window,top_k,direction,margin,book,is_sharpe,is_monthly_pct,oos_sharpe,oos_monthly_pct,oos_gross_sharpe,oos_rotations,oos_max_dd,decay_sharpe,rankable
120,1,reversion,0.25,long_only,0.02870265776444465,-2.9548547736203967,-0.6148953512779657,-6.740373333468119,-0.5862552899566392,23,-0.7389654139671604,0.6435980090424104,True
120,1,reversion,0.25,neutral,-2.3217061651406503,-8.66732651015365,-3.097705826411033,-16.524268989914383,-1.952526672533892,40,-0.965307315166578,0.7759996612703826,True
120,1,reversion,0.5,long_only,0.31909491270942425,-0.7305068357768563,-0.6674398210160583,-7.182904559074221,-0.6482774533725796,16,-0.7647620932096563,0.9865347337254825,True
120,1,reversion,0.5,neutral,-1.9643662168846812,-7.476330744710669,-3.2432649544738705,-16.93328016637907,-2.094203373537777,28,-0.9692285849933089,1.2788987375891894,True
120,1,momentum,0.0,long_only,0.8273680178290193,2.9602307071130873,1.6697106749688828,11.936498932748796,1.7031962075150937,40,-0.6806501191270972,-0.8423426571398636,True
120,1,momentum,0.0,neutral,-0.8823788210144223,-3.8475432530109988,0.8381168914788807,2.8068394758529402,2.0590490025005757,96,-0.5310298122687682,-1.7204957124933031,True
120,1,momentum,0.25,long_only,0.750177110645379,2.3711124309642617,1.570406565087421,10.81249249757661,1.5869256710629707,20,-0.6748402438027175,-0.8202294544420421,True
120,1,momentum,0.25,neutral,-0.7842341517959727,-3.484215538033275,0.8076227900516468,2.6769939515587815,1.952526672533892,40,-0.5212307912613173,-1.5918569418476194,True
120,1,momentum,0.5,long_only,0.7132030294844989,2.0960920181148923,1.6398314833471377,11.631359194493962,1.6504036401129958,13,-0.6591108025677074,-0.9266284538626388,True
120,1,momentum,0.5,neutral,-1.112026716718956,-4.599028931471716,0.9452433664143642,3.397298420145156,2.094203373537777,28,-0.48248016788467235,-2.05727008313332,True
120,2,reversion,0.0,long_only,0.46619022517160996,0.6036849753606077,-0.33818851055006033,-4.257669820148713,-0.29106468846408995,66,-0.6644509736254066,0.8043787357216703,True
120,2,reversion,0.0,neutral,-2.432264660957438,-5.645958186814958,-3.423024635859531,-9.926312044190711,-1.288540005133962,144,-0.8582699079233997,0.990759974902093,True
120,2,reversion,0.25,long_only,0.5666740675052514,1.214452031277058,-0.1309949371457983,-3.1116107274757443,-0.10132137119863135,42,-0.6503956070336125,0.6976690046510496,True
120,2,reversion,0.25,neutral,-2.2300979684119664,-5.1972653384468215,-3.189064691850949,-9.450784157142689,-1.1497361529478696,67,-0.8437612153902636,0.9589667234389827,True
120,2,reversion,0.5,long_only,0.5429075078342176,1.061218617591475,-0.08982932603821514,-2.937275172810805,-0.07010411788014717,29,-0.6635888687516175,0.6327368338724327,True
120,2,reversion,0.5,neutral,-2.253777891621385,-5.269969806127683,-3.099241223867816,-9.283740019510523,-1.0933192580046744,45,-0.838339198221547,0.8454633322464309,True
120,2,momentum,0.0,long_only,0.3934892819122501,0.1797759165684143,0.7860243631748266,2.6763132114234534,0.8503956513997972,99,-0.5743073015259155,-0.3925350812625765,True
120,2,momentum,0.0,neutral,-2.5942886253394404,-5.989327858048011,-0.8460948250460615,-2.9095068524289225,1.288540005133962,144,-0.4939270541030599,-1.7481938002933788,True
120,2,momentum,0.25,long_only,0.41244923460436417,0.30452978964581323,0.8925342304993917,3.414160590880133,0.915330088220432,35,-0.5507894266224856,-0.48008499589502757,True
120,2,momentum,0.25,neutral,-2.6538475600271685,-6.113386506390817,-0.8987398434863466,-3.1005653256167442,1.1456639623828133,67,-0.49388494935804134,-1.755107716540822,True
120,2,momentum,0.5,long_only,0.3994082155329526,0.21604467659823712,0.8795208165133993,3.3257532524678224,0.8957817012153252,26,-0.5405914265617514,-0.4801126009804467,True
120,2,momentum,0.5,neutral,-2.50751016030514,-5.928014554564687,-0.9117773647250564,-3.177641973991241,1.0933192580046744,45,-0.49390907455906014,-1.5957327955800837,True
